code,verified,ledger_events,account_sha256,ledger_sha256,input_sha256,feature_sha256,feature_metadata_sha256,action_sha256,resolved_actions_sha256,original_actions_sha256,action_source,action_status,source_action_count,ledger_action_count,action_evidence_count,action_evidence_sha256,action_snapshot_manifest_sha256,response_sha256,replay_cash,replay_shares,replay_fees,replay_cash_dividends,max_event_cash_error,max_event_share_error
000011,True,513,c2af4362ca8f3c1507b2affe81d6059ce48842d8fb69cd8e3153eb0f435cf705,dc472a74bcc665eefd89eda073ca7cc83598494dbc018af0510649d09d1647ec,b7a1ed2946f2ee18b9779393964b07a70b86a13891b12bddca3bc4efd31642d9,4b8e1c905336d0cc3564d686dbd5a1f976cde89be3e0ac65e985b1399f66370f,59ae4ec0b431002d14263c0cc02856075ab94a1ec9eace959b3f02a3285bfe12,1da0b9b3729e0120b8ca1f148c68ff5823a1d5572a4abb17801003f337ecefea,a4894264e74c7e9c5b1f5b7a0340d85ef2190a95963504a941637e581b199908,56d593489b4b27c9d4b55fe93bc84c604f398ac0b40b59fb8318b50eef5e8d3b,sina_primary,ok,17,9,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,13303b05891eebf723d8aaa1c633552c368c53a256345a4f0d986125f8e5df31,805994.7015878992,0.0,64064.86341210503,5208.0,0.0,0.0
000012,True,518,fc84debdb00c36307fe9bcd40a4c5de85789c719a4e82ca4b713237174e77562,244e69d565a6739dedfce8b6952486d272c0e581936cb020a345ecde8bfecf8d,d2fa31f7859195dbc69307931b92245f0e5844969c80aab12be4a39a693737bf,c650cd8f7ad97e942805b63c78f4efe329adec0d9dba7ab4581402372140a526,4855a391a9fdb3b41aa5b072a47d3239998ac8104760cc83974ec34cf16a3d11,a40d17248d3aee81e369f1c072be73393540f5412951fa0e7fc6f741886fb280,8c186e97150df6c527c84def57ac5d0dca794247a842a8ed3e8ac4b60c2c7ee4,7e2d1792cd68cc04f0d8ba18602f4ea07447069a86fa8e6c10344be2d5f7bf82,sina_primary,ok,31,10,2,01ac329c446db296053a96e61029187945899322cf04a198d2a9fa8331b65f06,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,b842398f3e9e9007c34a23e17043286f87dfd99ebccefceff762b57f00f39b2c,791024.3104413373,0.0,91348.63805866987,4822.999999999999,0.0,0.0
000013,True,0,9bc2e6cf97e46513745feb2984898df8c663d492027aea864fd6c255363b271f,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,ea8194e74cbde8dfa2fe81c64ba413521774cb63b0b87fe7c375532c940da1cc,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,2426430bb815c60fd9ec7001ef98b33d2e1b83fb2cb5c1761edacee53056fa8d,ea8194e74cbde8dfa2fe81c64ba413521774cb63b0b87fe7c375532c940da1cc,740975f568750b09cd9aeecd5e6e9afcf5661d34da188c9579d71807ac129217,7552a0adaa60339ddf06d566ec277d5d12152c20d0085e4241245346890a5f43,sina_primary,ok,5,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,5eb12644cb9d15a2bdc68df00be844115fa8a6040f4f4ca74263d8c939d505d4,1000000.0,0.0,0.0,0.0,0.0,0.0
000014,True,614,87648f3d1bcc4d8a49134ba541fb8286fb5749d383ec218f8f3396685ed0d77d,5f33b535dbdd29526266722e73d7e3a5074b8988b63bd7a209a1ada9d42cd376,99d6d3584796240000d686268afaebdb8c03a31a53bfb4760a1f1cda84c59c31,f079073d93bd6c62504ce70c09813f4db2f7b2c389e3335501a48e0cae3ca33c,a4a4e60f6eb1f39561f2729fc1ee07a4628cbc5da7a21b582c858a95d1b8cede,f047e928afb2849041946bdfc293afe0b8291aed759e0e96d1bb43cee3eb8024,4c635fd5a6592980fa7ed7be6995580793e2f7c1e6e10721cdc5bd60d2451ac6,a41f722dbe1b99bd1e8043fb1705b7ed7566ba658f8d796fc643a5dadc860227,sina_primary,ok,26,8,1,90561643cc41bb69ee2fc831494fecdb635f6a643fbedf239e0e515bb0455db9,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,89757ba865a6ba7e3953422bdc0a0700523593aa1dcc43b4d5f0fe6d31bbf1cd,736187.5518620345,0.0,63083.194137969986,523.0,0.0,0.0
000015,True,0,45c36f7e22a9fa3a9e7e3403affc999ae3e976be78a7ebdc954a5e2e6838931a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,7f9df01d8035ca9c26e3fa096c803f969063592483f291f813f6585df2dbf289,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,bcc276b07ce115166877ee14b35628e159753162c5bcaf88ba284e7170364248,7f9df01d8035ca9c26e3fa096c803f969063592483f291f813f6585df2dbf289,28eaa908429219b7f21ea5cd74cb8e2615a227d0c3c8c568645eb4b23a7e1364,c35a154fee4c0488dc80cc4cb5dbc3ce6d4a90e8919533a6b07110e806ed8d34,sina_primary,ok,1,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,205e61e53c51886d0b8edac79162bd44f345ca29780b41ad95bd73ae1e341bfc,1000000.0,0.0,0.0,0.0,0.0,0.0
000016,True,652,9892b69d57d9836a9dc2f00dd40b2f0658cee8c47c797f8768940ab74d2c7cd4,2b3cdeabe161bfae5afe5bf39278ce583ffd499eebe520117a185968d38e1217,ce914e2709dbd3d55a199e475b2253e19fd66fbc92d36a738ce1353d951e1cda,b5b89b031c3f4ebb509a6e98b571aa1d7aee31712d1175c863e9ef97c8fcb3bb,119305b4efacdba1c1feb250b15a11bba336796742184f7ef0204a2af31b9d98,856e6e53b328973a356a41396332503978b3a9fcb98220c23497c2ab23726399,2dfa214c1465f43062458ab714c042354b90f8e36eab9a939c37e8f9e11c662a,c9ffbf2de6816cc726e078cc79deed7fdbd9e30de692da462b2e393aa8dd8ed2,sina_primary,ok,25,5,2,87ce57f9d6a093e95413a1a6ab0676d48bdcf550114438a242748a9fe224746e,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,0e42da8907585c3d647347b6a333c169ed3077cd0f9fbcf9c66d10d77f473647,937018.9865332408,0.0,84736.08896676505,0.0,0.0,0.0
000017,True,686,faf6e51441fca29d82abf8079620545e743188f66b78f6d9356222d5917c8013,3433c4ed46edc190a8f9aa5a0e18efba1536cbd8f8d80c3cd35a451cf0fb065d,7ef4ac196b16428721705cef5c0a9811a0fe61bb8b0a61dc07de5863cb4bbb19,4b7458c9d5b2947842452acbef81405f998eb5f36ed56a6c9df7a08c17a7d4b5,4e47228eaf4179d48e328e7875cfea5e7bdc2a5f30035eeb73444e7f85f12c8d,781a7da11837240e00578f4853271f81c8e72b92f54bc0af357670368303b1c9,fdc7ad012b2645c89ca36f81a1b0217c4a68657dd3af656397cb5224acee1345,8f0fd933e69ce67f80d446ee8e5e57e6d2a355f074fbd65b38f9461bd20de591,sina_primary,ok,4,0,1,c1bee7cce3ce4c9ffac5f54221efb86bdbf6db2ccdad484961e4c16aa7a35e2e,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,fc55f283c13fea98194a65c9cbc8e22b56bedbdd7d93b333879fbb3f1144d4e5,746269.9001526848,0.0,64965.79134731992,0.0,0.0,0.0
000018,True,266,bf62d1900ef1e3d847e35655a7a2a14dd229997f083d906ed90fb302089248bc,83d308eefc8d3d5cc15188497490ef220a11af79f0fd36983a0644eeb325f68b,745898547d4d4f429756c5796d538921353943b8f685cadbca1db4131be7fe09,df11af6302dd6fd8c086b5cc915eeb4ead7c5ac0553a5120f71d0c01e2ab9a37,a7f23c1899703f9f4cc0074b7f6d638b409206c2df64b5b182d07f82274876ed,b81af3cf09497941739b7e555707b8d906be6ef7bf59b434086710d051e9a503,3142348df9fb5bd4af57f1db4a643dc583b68707516b753b65976012b1d115bc,b5ead0870159d260a81de5d685cabab6b071af3c0045a3c7391f6b4193529f8b,sina_primary,ok,7,2,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,fb691a3804dd33edcd7b1f11734c350e935a92b4d8f171ed0da96228f2edd698,755619.0230962713,0.0,31936.999903729997,0.0,0.0,0.0
000019,True,488,badfd0334e1333b8b6a0d20f303a3297dc1bbca1cd30f7de39895110156e3098,a4794866d8ec82f291ffe11ef831e1b2558fcd71cdc7c1355c97f951127969b7,07ce2925a3025620626d6f5991e60bb416be913ad18104e7264b4eb6028b6969,2231183f9b7cf120dd64181fd04e12f7cb4b02ea27615e9c90ac444edc75dcc4,b463e5cbf1e4caf659ae4618a628874a7b498722e7cd2ccc5bc81c8d41ad18fb,21112eb5b26388b582b90d159273b29a5133f317ccdce88ac01032be03cdfdd5,04bd506d13e26f06f41cf709bf473af35326a57b5f20531c81b47ab359100e19,ba1f2507372b44f8259f9ee65013df9cd760bf77faa29a26f91ebd3f54f9f210,sina_primary,ok,19,9,2,574a1fa4d680ae304ba283e6ff3de47963ee7c98a3888a8bc3f2be55d33d2283,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,429bfae27b8c7dc58895f66e2ec4630fbf5794cca5f9ae2529e46bd0117358f3,896864.4536762054,0.0,67044.75732380008,3876.0,0.0,0.0
000020,True,569,120bd49fbf0a71185745db1e9ea49afe77fe9e3676243f57a9e64454e08af82a,89a4f74566a457b5dfaa260c2a4716006a8a41c40c7e643aef103d978cc9065a,dcf32192082efcf4dec169bf0be3615f3418e3c9ec2b14e7300a82a423f2f074,c4160411f9930e928f4046d27ecad5697ff602e5d91b969bc14d5f9d309e04ab,4473f2ff958648b3a59c183c80c2957b5e8c817bdfe3a800ca39f5a6c48ddbf8,30063a278d4d782f4239ffdc73a68fd8ec2cc1cdcc6633a4c46ed980b92b21b0,e3d3c0b73365f8ed1572d47de22dd7c7c4af17ab05b11fd35480078a31344d72,32aa6aec45b9f48ea8e833478b98d486fed9d038086eec831d73faa894febc54,sina_primary,ok,6,0,1,23ccedbe3c7a9809a40633677a83cfdba951964b91d5ebab4ba40a423d40bd70,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,7c22899545e4801ecc6a4fe52f65430eca72ae8a952c2798604bba607163308b,909067.8684835135,0.0,66262.78501648994,0.0,0.0,0.0
000021,True,467,a5175698fbad64dd084a5b5f2413be38255d19aed7a1360e8f9398982b214887,d83a546cbc5c253912ae11e2134f6e1e842e90d0eb96fe7312e7b3fad7787469,2fa3ed25398636b0f42d46de68d7231c54e4eef05632c059d6ecb8cd6af9e3ae,400018cab5ce3f67c7f37db613476aa365527e0dc2fcb020c3781ac53df745ae,4237771f17d37a55047943cd486da77d697ad8c0fcc66ba4655403101c0c8358,5c30b5c9b1c322ff79cfb3c60febd66416e965b94434a401ee1231a3086f696c,baae1792940b3aeff0d0e2f919ce1015e99532fbc1c24589b97ec5c22e96cd9f,52393f1a67697bf5416d879d85d225a800e872fa768add2bc1238f6181dfa986,sina_primary,ok,33,10,2,82ad11115ce6c7ea0b998065f38946346168053c799ec256dd445e6d2b1f6b61,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,d08c9ea016797607419a6caf52a5365e73848e3167db9cf13501e1f716be239c,986709.6057455544,0.0,61162.92775444997,2992.0,0.0,0.0
000023,True,566,4eb9e62fbf56b0c23727d5f8bfcd83257969143b8c9187fd8730ac6e338561cf,bcdc97ab314167e490e5f27792b5d5cd48424d5b181c3a243909edb5144463e2,6aab4a4df26cf2e9cf2629533fb963fe2b04f2e5b14f8c669527c20d1a8369c4,579aa00372de3daf8929459fd2ce15f5032e05cdae85f3f2f5f6a9c517bcbdf2,647a215d8faa28a2c8b4b4742f4deae7d9d45b34d3166161a1f9e3ed65f76440,35411d26402ed139668ca7b5047c8ca1a1a69cb0db88f49139124f86ede32203,659daa87f0575062ecd2984f470ad93fe996b64b49f329339247c80c88161b95,b589e5e82ffa3fcd4ce488ebbf632df11a9cfb1455d3c2c41766e1ad88d0ea40,sina_primary,ok,20,4,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,6ec1779904836dca7d4050ddc48ce0798a31a01a90d6fa4ae6bcdaf5d0949a74,489686.64926201804,50100.0,71500.60973798501,296.0,0.0,0.0
000024,True,0,6a6910f5b6612df5bd7db0e4961ec96df84c6b232e6e701b567b55ae03f26c9c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1f2386ee4b52e2004bea84b53e881c56ffbd2ed3cbfb4ad0c8abd8a1b09c4d8d,512f5670cc72aa8476ac89774b1f87112bf6aa2e3345429aa187ea57ccb572e4,33007716ac3d19fbd95aae651f385d2228e10698f2da593dd386831800a22381,982fa173d684c012f966e406cac8e8ccda59a9b1d5f2df233cb45bba440f5bd7,d5bb2b0def765b058bc35fc8331cb749cc3a10d26518d181fb1edd204b5bafa4,5b78120e44bb2168cc3162867c61163a822a8a20f1e1cad525a669ece29b3b22,sina_primary,ok,21,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,bd391561dc7cfc5e85eff1efd29d20c3f2129fa5812310f4cf231c2bd0ba8c24,1000000.0,0.0,0.0,0.0,0.0,0.0
000025,True,518,e3fecad26c44c01c77606cdcf8e8ac4213ab110782d56d86cb08cfc25bf29b5e,1d70a074a54a5bdf144bc3dc7f6e15abaf9c3876907f3e034b1395847841bfef,7974caa3945006cf5acaa41d96fe50f667fd19292ba9936c859ffdad67e48082,7e9301398cd244cd46fef23f1ceb7aededcbffb74f5f9da7a43aeff3bb9c8aa2,b39602e5c85d30a7c16167413fe312fb55914e39d62e73cf26654f5d88f8b0b8,0258009addb4a2b0e04a3f7c9ac9ae5928e3555889c576309f9fcf7a250e497e,35ec7fb2c094fd2ba89f97626031ea61bfd89e38b7b61467197e6c5c1a2795eb,2ae59f6799e11c18d6e6692fe7c6c773da2d0c0db4ec431b584745dd6fc58834,sina_primary,ok,10,8,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,aa3c58a486c43c3369aa6072aabe99516272755e1ca78dd3f02acd4d99f2d95e,676654.0084013637,0.0,71511.24259863998,0.0,0.0,0.0
000026,True,412,60886050c8335b5ff9afe5f1e5615aea982575b98a9a784e20ceb9817e3c5f6b,941a3362a66e769959199f6a4f45857200326aafdbc0c907d2c62758e3015be0,2700347e5449c5432979bee634f41a9b7634ead50e690790e7c4f1fb8bb916ee,4b7396bf5edd0b3c207a5132df61661c16a2656eca8f9bef0951c5368bd369a8,6aed2ddebacc71bcafded882614f14dc2ca36800b002dde0febaa401eb77aa54,8c92565075f92c38668bc5714511d37d5f2df2d887a877cadd91eda4853d25a1,d08c7e195017d05ede88ebca5cbbd5237a84663f9fbb2b4c236eae5bd913aed8,0512639d7bedf2ed5c7a5b62796d393e1e3ecd70d25254743643ad4bf47d661a,sina_primary,ok,28,10,2,7c0c10bae3d31514ce51d57de762cf1284db18e80c2f7305b6a9407ba6799384,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,f477447c8da475f0827e7652899081309fac41bc8a9b2fc0ad031d030a166b66,978282.101204635,0.0,59126.79309537002,19763.9798,0.0,0.0
